om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
279853,2011,01,31,2011-01-31,22:23:00,3,TX,48,0,0.88,0,0,0.0,0.0,31.45,-100.45,31.45,-100.45,0,0,0,0,0,451,0,0,0
270145,2011,02,01,2011-02-01,06:35:00,3,AR,5,0,0.75,0,0,0.0,0.0,33.82,-92.42,33.82,-92.42,0,0,0,0,0,39,0,0,0
270146,2011,02,01,2011-02-01,06:52:00,3,AR,5,0,1.0,0,0,0.0,0.0,33.86,-92.37,33.86,-92.37,0,0,0,0,0,39,0,0,0
283178,2011,02,01,2011-02-01,10:40:00,3,MS,28,0,1.0,0,0,0.0,0.0,34.33,-88.5,34.33,-88.5,0,0,0,0,0,57,0,0,0
273522,2011,02,01,2011-02-01,12:40:00,3,LA,22,0,0.88,0,0,0.0,0.0,30.53,-91.4,30.53,-91.4,0,0,0,0,0,121,0,0,0
276298,2011,02,02,2011-02-02,22:18:00,3,FL,12,0,0.75,0,0,0.0,0.0,29.64,-82.66,29.64,-82.66,0,0,0,0,0,1,0,0,0
276389,2011,02,06,2011-02-06,18:51:00,3,TX,48,0,0.75,0,0,0.0,0.0,31.78,-94.18,31.78,-94.18,0,0,0,0,0,419,0,0,0
283325,2011,02,18,2011-02-18,18:00:00,3,MA,25,0,0.75,0,0,0.0,0.0,42.1,-72.67,42.1,-72.67,0,0,0,0,0,13,0,0,0
283327,2011,02,18,2011-02-18,18:00:00,3,CT,9,0,0.88,0,0,0.0,0.0,41.97,-72.57,41.97,-72.57,0,0,0,0,0,3,0,0,0
283322,2011,02,18,2011-02-18,19:00:00,3,MA,25,0,0.75,0,0,0.0,0.0,41.6,-70.95,41.6,-70.95,0,0,0,0,0,5,0,0,0
283320,2011,02,18,2011-02-18,19:00:00,3,MA,25,0,0.88,0,0,0.0,0.0,41.65,-70.92,41.65,-70.92,0,0,0,0,0,5,0,0,0
276173,2011,02,24,2011-02-24,03:00:00,3,TX,48,0,1.0,0,0,0.0,0.0,33.19,-101.79,33.19,-101.79,0,0,0,0,0,305,0,0,0
276817,2011,02,24,2011-02-24,04:00:00,3,TX,48,0,1.0,0,0,0.0,0.0,33.85,-100.52,33.85,-100.52,0,0,0,0,0,269,0,0,0
285795,2011,02,24,2011-02-24,06:00:00,3,KS,20,0,0.75,0,0,0.0,0.0,38.0,-95.4,38.0,-95.4,0,0,0,0,0,1,0,0,0
278888,2011,02,24,2011-02-24,10:10:00,3,TX,48,0,0.88,0,0,0.0,0.0,32.09,-97.29,32.09,-97.29,0,0,0,0,0,217,0,0,0
284011,2011,02,24,2011-02-24,12:17:00,3,OK,40,0,1.0,0,0,0.0,0.0,35.38,-95.27,35.38,-95.27,0,0,0,0,0,101,0,0,0
276421,2011,02,24,2011-02-24,17:49:00,3,LA,22,0,1.5,0,0,0.0,0.0,32.79,-93.06,32.79,-93.06,0,0,0,0,0,27,0,0,0
278688,2011,02,24,2011-02-24,18:49:00,3,KY,21,0,1.0,0,0,0.0,0.0,36.65,-88.73,36.64,-88.73,0,0,0,0,0,83,0,0,0
287746,2011,02,24,2011-02-24,19:41:00,3,TN,47,0,0.75,0,0,0.0,0.0,35.98,-88.93,35.98,-88.93,0,0,0,0,0,53,0,0,0
276444,2011,02,24,2011-02-24,19:55:00,3,AR,5,0,1.0,0,0,0.0,0.0,33.94,-94.17,33.94,-94.17,0,0,0,0,0,133,0,0,0
276447,2011,02,24,2011-02-24,20:15:00,3,AR,5,0,0.75,0,0,0.0,0.0,33.94,-93.85,33.94,-93.85,0,0,0,0,0,61,0,0,0
287748,2011,02,24,2011-02-24,20:15:00,3,TN,47,0,0.75,0,0,0.0,0.0,35.47,-88.53,35.47,-88.53,0,0,0,0,0,23,0,0,0
276448,2011,02,24,2011-02-24,20:20:00,3,AR,5,0,0.88,0,0,0.0,0.0,33.94,-93.85,33.94,-93.85,0,0,0,0,0,61,0,0,0
278130,2011,02,27,2011-02-27,10:28:00,3,MO,29,0,1.0,0,0,0.0,0.0,37.4,-92.61,37.4,-92.61,0,0,0,0,0,229,0,0,0
285368,2011,02,27,2011-02-27,13:00:00,3,KS,20,0,0.75,0,0,0.0,0.0,37.48,-97.64,37.48,-97.64,0,0,0,0,0,173,0,0,0
285369,2011,02,27,2011-02-27,13:23:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.66,-97.48,37.66,-97.48,0,0,0,0,0,173,0,0,0
285372,2011,02,27,2011-02-27,13:25:00,3,KS,20,0,0.75,0,0,0.0,0.0,37.67,-97.44,37.67,-97.44,0,0,0,0,0,173,0,0,0
285374,2011,02,27,2011-02-27,13:25:00,3,KS,20,0,0.75,0,0,0.0,0.0,37.68,-97.48,37.68,-97.48,0,0,0,0,0,173,0,0,0
285376,2011,02,27,2011-02-27,13:28:00,3,KS,20,0,0.75,0,0,0.0,0.0,37.71,-97.44,37.71,-97.44,0,0,0,0,0,173,0,0,0
285379,2011,02,27,2011-02-27,13:44:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.65,-97.23,37.65,-97.23,0,0,0,0,0,173,0,0,0
285390,2011,02,27,2011-02-27,13:55:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.68,-97.21,37.68,-97.21,0,0,0,0,0,173,0,0,0
281289,2011,02,27,2011-02-27,15:18:00,3,KS,20,0,0.88,0,0,0.0,0.0,38.42,-95.4,38.42,-95.4,0,0,0,0,0,59,0,0,0
283181,2011,02,27,2011-02-27,15:20:00,3,MO,29,0,0.75,0,0,0.0,0.0,38.87,-94.17,38.87,-94.17,0,0,0,0,0,95,0,0,0
281290,2011,02,27,2011-02-27,15:22:00,3,KS,20,0,1.75,0,0,0.0,0.0,38.4,-95.22,38.4,-95.22,0,0,0,0,0,59,0,0,0
281291,2011,02,27,2011-02-27,15:22:00,3,KS,20,0,1.75,0,0,0.0,0.0,38.4,-95.25,38.4,-95.25,0,0,0,0,0,59,0,0,0
281292,2011,02,27,2011-02-27,15:30:00,3,KS,20,0,1.75,0,0,0.0,0.0,38.44,-95.08,38.44,-95.08,0,0,0,0,0,59,0,0,0
283199,2011,02,27,2011-02-27,15:40:00,3,KS,20,0,1.75,0,0,0.0,0.0,38.55,-94.87,38.55,-94.87,0,0,0,0,0,121,0,0,0
283200,2011,02,27,2011-02-27,15:41:00,3,KS,20,0,1.0,0,0,0.0,0.0,38.5,-94.95,38.5,-94.95,0,0,0,0,0,121,0,0,0
283201,2011,02,27,2011-02-27,15:42:00,3,KS,20,0,1.0,0,0,0.0,0.0,38.5,-94.95,38.5,-94.95,0,0,0,0,0,121,0,0,0
283202,2011,02,27,2011-02-27,15:50:00,3,KS,20,0,1.0,0,0,0.0,0.0,38.59,-94.68,38.59,-94.68,0,0,0,0,0,121,0,0,0
283182,2011,02,27,2011-02-27,16:01:00,3,MO,29,0,1.0,0,0,0.0,0.0,38.62,-94.56,38.62,-94.56,0,0,0,0,0,37,0,0,0
283183,2011,02,27,2011-02-27,16:06:00,3,MO,29,0,1.25,0,0,0.0,0.0,38.7,-94.35,38.7,-94.35,0,0,0,0,0,37,0,0,0
283184,2011,02,27,2011-02-27,16:10:00,3,MO,29,0,1.75,0,0,0.0,0.0,38.81,-94.46,38.81,-94.46,0,0,0,0,0,37,0,0,0
277176,2011,02,27,2011-02-27,16:12:00,3,OK,40,0,1.0,0,0,0.0,0.0,36.51,-98.34,36.51,-98.34,0,0,0,0,0,3,0,0,0
283186,2011,02,27,2011-02-27,16:14:00,3,MO,29,0,0.75,0,0,0.0,0.0,38.8,-94.32,38.8,-94.32,0,0,0,0,0,37,0,0,0
283185,2011,02,27,2011-02-27,16:14:00,3,MO,29,0,0.88,0,0,0.0,0.0,38.72,-94.46,38.72,-94.46,0,0,0,0,0,37,0,0,0
283187,2011,02,27,2011-02-27,16:18:00,3,MO,29,0,1.0,0,0,0.0,0.0,38.8,-94.27,38.8,-94.27,0,0,0,0,0,37,0,0,0
283188,2011,02,27,2011-02-27,16:20:00,3,MO,29,0,0.75,0,0,0.0,0.0,38.87,-94.17,38.87,-94.17,0,0,0,0,0,95,0,0,0
283189,2011,02,27,2011-02-27,16:25:00,3,MO,29,0,0.75,0,0,0.0,0.0,39.21,-94.56,39.21,-94.56,0,0,0,0,0,47,0,0,0
277177,2011,02,27,2011-02-27,16:27:00,3,OK,40,0,0.88,0,0,0.0,0.0,36.59,-98.15,36.59,-98.15,0,0,0,0,0,3,0,0,0
283190,2011,02,27,2011-02-27,16:33:00,3,MO,29,0,0.75,0,0,0.0,0.0,38.83,-94.02,38.83,-94.02,0,0,0,0,0,101,0,0,0
283191,2011,02,27,2011-02-27,16:35:00,3,MO,29,0,1.0,0,0,0.0,0.0,38.87,-93.98,38.87,-93.98,0,0,0,0,0,101,0,0,0
277179,2011,02,27,2011-02-27,16:42:00,3,OK,40,0,0.75,0,0,0.0,0.0,36.67,-98.0,36.67,-98.0,0,0,0,0,0,53,0,0,0
277178,2011,02,27,2011-02-27,16:42:00,3,OK,40,0,1.75,0,0,0.0,0.0,36.63,-98.03,36.63,-98.03,0,0,0,0,0,53,0,0,0
277180,2011,02,27,2011-02-27,16:47:00,3,OK,40,0,1.0,0,0,0.0,0.0,36.67,-97.94,36.67,-97.94,0,0,0,0,0,53,0,0,0
283192,2011,02,27,2011-02-27,16:55:00,3,MO,29,0,0.88,0,0,0.0,0.0,38.99,-93.57,38.99,-93.57,0,0,0,0,0,107,0,0,0
277182,2011,02,27,2011-02-27,16:55:00,3,OK,40,0,1.0,0,0,0.0,0.0,36.72,-97.79,36.72,-97.79,0,0,0,0,0,53,0,0,0
285391,2011,02,27,2011-02-27,17:16:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.72,-97.48,37.72,-97.48,0,0,0,0,0,173,0,0,0
285392,2011,02,27,2011-02-27,17:19:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.72,-97.47,37.72,-97.47,0,0,0,0,0,173,0,0,0
285393,2011,02,27,2011-02-27,17:20:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.72,-97.48,37.72,-97.48,0,0,0,0,0,173,0,0,0
281293,2011,02,27,2011-02-27,17:23:00,3,KS,20,0,0.75,0,0,0.0,0.0,38.66,-96.49,38.66,-96.49,0,0,0,0,0,127,0,0,0
278129,2011,02,27,2011-02-27,17:28:00,3,MO,29,0,1.0,0,0,0.0,0.0,37.4,-92.61,37.4,-92.61,0,0,0,0,0,229,0,0,0
277183,2011,02,27,2011-02-27,17:30:00,3,OK,40,0,1.0,0,0,0.0,0.0,36.92,-97.33,36.92,-97.33,0,0,0,0,0,71,0,0,0
285394,2011,02,27,2011-02-27,17:37:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.79,-97.11,37.79,-97.11,0,0,0,0,0,15,0,0,0
283193,2011,02,27,2011-02-27,17:38:00,3,MO,29,0,1.0,0,0,0.0,0.0,39.59,-92.47,39.59,-92.47,0,0,0,0,0,175,0,0,0
283194,2011,02,27,2011-02-27,17:45:00,3,MO,29,0,1.0,0,0,0.001,0.0,39.63,-92.48,39.63,-92.48,0,0,0,0,0,121,0,0,0
283195,2011,02,27,2011-02-27,17:50:00,3,MO,29,0,0.88,0,0,0.0,0.0,39.32,-92.68,39.32,-92.68,0,0,0,0,0,175,0,0,0
285395,2011,02,27,2011-02-27,17:54:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.04,-97.04,37.04,-97.04,0,0,0,0,0,35,0,0,0
285396,2011,02,27,2011-02-27,17:55:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.07,-97.03,37.07,-97.03,0,0,0,0,0,35,0,0,0
277184,2011,02,27,2011-02-27,18:00:00,3,OK,40,0,1.0,0,0,0.0,0.0,36.96,-96.96,36.96,-96.96,0,0,0,0,0,71,0,0,0
277185,2011,02,27,2011-02-27,18:00:00,3,OK,40,0,1.0,0,0,0.0,0.0,36.98,-97.07,36.98,-97.07,0,0,0,0,0,71,0,0,0
285397,2011,02,27,2011-02-27,18:16:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.64,-96.78,37.64,-96.78,0,0,0,0,0,15,0,0,0
283654,2011,02,27,2011-02-27,18:20:00,3,MO,29,0,0.88,0,0,0.0,0.0,39.8,-91.53,39.8,-91.53,0,0,0,0,0,127,0,0,0
284012,2011,02,27,2011-02-27,18:20:00,3,OK,40,0,1.25,0,0,0.0,0.0,36.99,-96.65,36.99,-96.65,0,0,0,0,0,113,0,0,0
283703,2011,02,27,2011-02-27,18:30:00,3,IL,17,0,1.0,0,0,0.0,0.0,39.93,-91.4,40.07,-90.95,0,0,0,0,0,1,0,0,0
283704,2011,02,27,2011-02-27,18:31:00,3,IL,17,0,1.0,0,0,0.0,0.0,39.82,-91.34,39.82,-91.25,0,0,0,0,0,1,0,0,0
285399,2011,02,27,2011-02-27,18:35:00,3,KS,20,0,0.75,0,0,0.0,0.0,38.13,-96.14,38.13,-96.14,0,0,0,0,0,73,0,0,0
285401,2011,02,27,2011-02-27,18:39:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.61,-97.13,37.61,-97.13,0,0,0,0,0,15,0,0,0
285402,2011,02,27,2011-02-27,18:40:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.13,-96.19,37.13,-96.19,0,0,0,0,0,19,0,0,0
285403,2011,02,27,2011-02-27,18:49:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.61,-97.13,37.61,-97.13,0,0,0,0,0,15,0,0,0
285404,2011,02,27,2011-02-27,18:54:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.7,-96.97,37.7,-96.97,0,0,0,0,0,15,0,0,0
283706,2011,02,27,2011-02-27,18:55:00,3,IL,17,0,0.75,0,0,0.0,0.0,40.01,-90.87,40.01,-90.87,0,0,0,0,0,9,0,0,0
286539,2011,02,27,2011-02-27,19:11:00,3,IL,17,0,1.0,0,0,0.0,0.0,40.12,-90.57,40.12,-90.57,0,0,0,0,0,169,0,0,0
283203,2011,02,27,2011-02-27,19:12:00,3,KS,20,0,0.75,0,0,0.0,0.0,38.92,-94.81,38.92,-94.81,0,0,0,0,0,91,0,0,0
286540,2011,02,27,2011-02-27,19:15:00,3,IL,17,0,1.75,0,0,0.005,0.0,40.23,-90.47,40.23,-90.47,0,0,0,0,0,169,0,0,0
285405,2011,02,27,2011-02-27,19:30:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.23,-95.71,37.23,-95.71,0,0,0,0,0,125,0,0,0
283196,2011,02,27,2011-02-27,19:35:00,3,MO,29,0,1.0,0,0,0.0,0.0,40.18,-95.18,40.18,-95.18,0,0,0,0,0,87,0,0,0
283204,2011,02,27,2011-02-27,19:35:00,3,KS,20,0,1.0,0,0,0.0,0.0,38.18,-94.77,38.18,-94.77,0,0,0,0,0,107,0,0,0
287090,2011,02,27,2011-02-27,19:45:00,3,IL,17,0,0.88,0,0,0.0,0.0,40.41,-90.86,40.41,-90.86,0,0,0,0,0,109,0,0,0
286542,2011,02,27,2011-02-27,20:16:00,3,IL,17,0,1.0,0,0,0.0,0.0,40.33,-89.43,40.33,-89.43,0,0,0,0,0,179,0,0,0
284548,2011,02,27,2011-02-27,20:20:00,3,IL,17,0,1.0,0,0,0.0,0.0,39.94,-90.76,39.94,-90.76,0,0,0,0,0,9,0,0,0
285406,2011,02,27,2011-02-27,20:21:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.12,-96.53,37.12,-96.53,0,0,0,0,0,35,0,0,0
286543,2011,02,27,2011-02-27,20:25:00,3,IL,17,0,0.88,0,0,0.0,0.0,40.29,-89.48,40.29,-89.48,0,0,0,0,0,107,0,0,0
286565,2011,02,27,2011-02-27,20:25:00,3,IL,17,0,1.25,0,0,0.0,0.0,40.3,-89.48,40.3,-89.48,0,0,0,0,0,107,0,0,0
285407,2011,02,27,2011-02-27,20:28:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.03,-96.5,37.03,-96.5,0,0,0,0,0,19,0,0,0
285408,2011,02,27,2011-02-27,20:29:00,3,KS,20,0,1.25,0,0,0.0,0.0,37.82,-96.23,37.82,-96.23,0,0,0,0,0,73,0,0,0
285409,2011,02,27,2011-02-27,20:35:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.82,-96.24,37.82,-96.24,0,0,0,0,0,73,0,0,0
285410,2011,02,27,2011-02-27,20:35:00,3,KS,20,0,1.25,0,0,0.0,0.0,37.47,-96.26,37.47,-96.26,0,0,0,0,0,49,0,0,0
285411,2011,02,27,2011-02-27,20:39:00,3,KS,20,0,1.75,0,0,0.0,0.0,37.8,-95.95,37.8,-95.95,0,0,0,0,0,207,0,0,0
286560,2011,02,27,2011-02-27,20:40:00,3,IL,17,0,1.75,0,0,0.01,0.0,40.02,-90.43,40.02,-90.43,0,0,0,0,0,17,0,0,0
278100,2011,02,27,2011-02-27,20:42:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.46,-94.69,37.46,-94.69,0,0,0,0,0,37,0,0,0
285412,2011,02,27,2011-02-27,20:42:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.8,-95.95,37.8,-95.95,0,0,0,0,0,207,0,0,0
284526,2011,02,27,2011-02-27,20:43:00,3,PA,42,0,0.75,0,0,0.0,0.0,40.02,-80.39,40.02,-80.39,0,0,0,0,0,125,0,0,0
278099,2011,02,27,2011-02-27,20:44:00,3,KS,20,0,1.75,0,0,0.0,0.0,37.41,-94.7,37.41,-94.7,0,0,0,0,0,37,0,0,0
286545,2011,02,27,2011-02-27,20:48:00,3,IL,17,0,1.75,0,0,0.0,0.0,40.45,-89.11,40.45,-89.11,0,0,0,0,0,113,0,0,0
278098,2011,02,27,2011-02-27,20:49:00,3,KS,20,0,1.75,0,0,0.0,0.0,37.41,-94.7,37.41,-94.7,0,0,0,0,0,37,0,0,0
286546,2011,02,27,2011-02-27,20:52:00,3,IL,17,0,0.75,0,0,0.0,0.0,40.48,-88.98,40.48,-88.98,0,0,0,0,0,113,0,0,0
285413,2011,02,27,2011-02-27,20:53:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.87,-95.74,37.87,-95.74,0,0,0,0,0,207,0,0,0
285414,2011,02,27,2011-02-27,20:56:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.01,-95.93,37.01,-95.93,0,0,0,0,0,125,0,0,0
286547,2011,02,27,2011-02-27,20:56:00,3,IL,17,0,1.0,0,0,0.0,0.0,40.53,-89.0,40.53,-89.0,0,0,0,0,0,113,0,0,0
285416,2011,02,27,2011-02-27,20:58:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.87,-95.74,37.87,-95.74,0,0,0,0,0,207,0,0,0
285417,2011,02,27,2011-02-27,20:59:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.04,-95.82,37.04,-95.82,0,0,0,0,0,125,0,0,0
286548,2011,02,27,2011-02-27,21:00:00,3,IL,17,0,0.88,0,0,0.0,0.0,40.55,-88.96,40.55,-88.96,0,0,0,0,0,113,0,0,0
285418,2011,02,27,2011-02-27,21:00:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.93,-95.51,37.93,-95.51,0,0,0,0,0,1,0,0,0
285419,2011,02,27,2011-02-27,21:02:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.03,-95.92,37.03,-95.92,0,0,0,0,0,125,0,0,0
285420,2011,02,27,2011-02-27,21:02:00,3,KS,20,0,1.25,0,0,0.0,0.0,37.01,-95.93,37.01,-95.93,0,0,0,0,0,125,0,0,0
286549,2011,02,27,2011-02-27,21:03:00,3,IL,17,0,0.75,0,0,0.0,0.0,40.48,-88.98,40.48,-88.98,0,0,0,0,0,113,0,0,0
285422,2011,02,27,2011-02-27,21:10:00,3,KS,20,0,0.88,0,0,0.0,0.0,37.48,-95.27,37.48,-95.27,0,0,0,0,0,133,0,0,0
278128,2011,02,27,2011-02-27,21:21:00,3,MO,29,0,1.5,0,0,0.0,0.0,37.61,-92.95,37.61,-92.95,0,0,0,0,0,59,0,0,0
286551,2011,02,27,2011-02-27,21:22:00,3,IL,17,0,0.75,0,0,0.0,0.0,39.44,-88.37,39.44,-88.37,0,0,0,0,0,29,0,0,0
278127,2011,02,27,2011-02-27,21:30:00,3,MO,29,0,1.0,0,0,0.0,0.0,37.54,-93.71,37.54,-93.71,0,0,0,0,0,57,0,0,0
278097,2011,02,27,2011-02-27,21:47:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.1,-95.01,37.1,-95.01,0,0,0,0,0,21,0,0,0
286559,2011,02,27,2011-02-27,21:50:00,3,IL,17,0,0.75,0,0,0.0,0.0,39.48,-88.16,39.48,-88.16,0,0,0,0,0,29,0,0,0
280299,2011,02,27,2011-02-27,21:54:00,3,IL,17,0,0.88,0,0,0.0,0.0,38.35,-88.58,38.38,-88.37,0,0,0,0,0,191,0,0,0
278096,2011,02,27,2011-02-27,21:55:00,3,KS,20,0,1.0,0,0,0.0,0.0,37.47,-94.63,37.47,-94.63,0,0,0,0,0,37,0,0,0
278893,2011,02,27,2011-02-27,22:02:00,3,TX,48,0,1.0,0,0,0.0,0.0,33.68,-96.88,33.68,-96.88,0,0,0,0,0,181,0,0,0
284013,2011,02,27,2011-02-27,22:04:00,3,OK,40,0,0.88,0,0,0.0,0.0,35.75,-95.44,35.75,-95.44,0,0,0,0,0,101,0,0,0
284549,2011,02,27,2011-02-27,22:05:00,3,MO,29,0,1.0,0,0,0.0,0.0,39.49,-91.32,39.49,-91.32,0,0,0,0,0,163,0,0,0
278126,2011,02,27,2011-02-27,22:15:00,3,MO,29,0,0.75,0,0,0.0,0.0,37.55,-93.87,37.55,-93.87,0,0,0,0,0,57,0,0,0
278125,2011,02,27,2011-02-27,22:15:00,3,MO,29,0,1.0,0,0,0.0,0.0,37.73,-92.86,37.73,-92.86,0,0,0,0,0,105,0,0,0
278124,2011,02,27,2011-02-27,22:16:00,3,MO,29,0,1.0,0,0,0.0,0.0,37.62,-93.24,37.62,-93.24,0,0,0,0,0,167,0,0,0
278123,2011,02,27,2011-02-27,22:18:00,3,MO,29,0,1.25,0,0,0.0,0.0,37.64,-93.09,37.64,-93.09,0,0,0,0,0,59,0,0,0
278122,2011,02,27,2011-02-27,22:21:00,3,MO,29,0,1.5,0,0,0.0,0.0,37.61,-92.95,37.61,-92.95,0,0,0,0,0,59,0,0,0
278121,2011,02,27,2011-02-27,22:23:00,3,MO,29,0,0.75,0,0,0.0,0.0,37.61,-92.91,37.61,-92.91,0,0,0,0,0,59,0,0,0
278120,2011,02,27,2011-02-27,22:25:00,3,MO,29,0,1.25,0,0,0.0,0.0,37.64,-93.04,37.64,-93.04,0,0,0,0,0,59,0,0,0
278119,2011,02,27,2011-02-27,22:28:00,3,MO,29,0,1.0,0,0,0.0,0.0,37.4,-92.61,37.4,-92.61,0,0,0,0,0,229,0,0,0
278118,2011,02,27,2011-02-27,22:29:00,3,MO,29,0,1.0,0,0,0.0,0.0,37.61,-93.41,37.61,-93.41,0,0,0,0,0,167,0,0,0
284550,2011,02,27,2011-02-27,22:36:00,3,MO,29,0,1.75,0,0,0.0,0.0,38.46,-91.36,38.46,-91.36,0,0,0,0,0,71,0,0,0
278117,2011,02,27,2011-02-27,22:38:00,3,MO,29,0,0.88,0,0,0.0,0.0,37.68,-92.66,37.68,-92.66,0,0,0,0,0,105,0,0,0
278116,2011,02,27,2011-02-27,22:40:00,3,MO,29,0,0.88,0,0,0.0,0.0,37.68,-92.72,37.68,-92.72,0,0,0,0,0,105,0,0,0
287753,2011,02,27,2011-02-27,22:40:00,3,IN,18,0,1.0,0,0,0.0,0.0,39.77,-87.23,39.77,-87.23,0,0,0,0,0,121,0,0,0
278115,2011,02,27,2011-02-27,22:43:00,3,MO,29,0,1.0,0,0,0.0,0.0,37.84,-92.96,37.84,-92.96,0,0,0,0,0,59,0,0,0
278114,2011,02,27,2011-02-27,22:46:00,3,MO,29,0,1.5,0,0,0.0,0.0,37.64,-92.61,37.64,-92.61,0,0,0,0,0,105,0,0,0
278113,2011,02,27,2011-02-27,22:51:00,3,MO,29,0,0.75,0,0,0.0,0.0,37.64,-93.09,37.64,-93.09,0,0,0,0,0,59,0,0,0
278112,2011,02,27,2011-02-27,23:00:00,3,MO,29,0,1.0,0,0,0.0,0.0,37.64,-93.09,37.64,-93.09,0,0,0,0,0,59,0,0,0
