om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
24,2007,02,02,2007-02-02,03:22:00,3,FL,12,3,1,0,0,6.0,0.0,29.06,-80.99,29.07,-80.94,3.1,100,1,1,1,127,0,0,0,0
25,2007,02,02,2007-02-02,07:00:00,3,FL,12,4,0,0,0,0.002,0.002,27.73,-81.53,27.73,-81.53,0.5,50,1,1,1,105,0,0,0,0
26,2007,02,13,2007-02-13,00:10:00,3,LA,22,3,1,0,0,0.25,0.0,30.11,-92.02,30.14,-92.01,2.16,50,1,1,1,55,0,0,0,0
27,2007,02,13,2007-02-13,00:36:00,3,LA,22,4,2,3,0,1.5,0.0,30.23,-91.86,30.28,-91.81,4.31,300,1,1,1,99,0,0,0,0
28,2007,02,13,2007-02-13,01:03:00,3,LA,22,5,0,0,0,0.03,0.0,29.99,-91.76,29.99,-91.76,0.46,25,1,1,1,45,0,0,0,0
29,2007,02,13,2007-02-13,01:25:00,3,LA,22,6,0,0,0,0.04,0.0,30.03,-92.04,30.04,-92.03,0.46,25,1,1,1,113,0,0,0,0
30,2007,02,13,2007-02-13,02:55:00,3,LA,22,7,2,24,0,4.0,0.0,29.9,-90.13,29.98,-90.1,8.72,50,1,1,1,51,71,0,0,0
31,2007,02,13,2007-02-13,03:10:00,3,LA,22,8,2,10,1,1.0,0.0,30.01,-90.05,30.02,-90.03,1.29,50,1,1,1,71,0,0,0,0
32,2007,02,13,2007-02-13,03:52:00,3,MS,28,8,1,0,0,0.3,0.0,32.14,-89.51,32.15,-89.45,3.71,75,1,1,1,129,0,0,0,0
33,2007,02,13,2007-02-13,04:13:00,3,MS,28,9,0,0,0,0.005,0.0,31.42,-89.85,31.45,-89.81,3.0,75,1,1,1,65,0,0,0,0
34,2007,02,13,2007-02-13,04:45:00,3,MS,28,10,0,0,0,0.002,0.0,30.78,-89.47,30.78,-89.47,0.3,25,1,1,1,109,0,0,0,0
35,2007,02,13,2007-02-13,07:20:00,3,MS,28,11,0,0,0,0.0,0.0,30.45,-88.74,30.45,-88.74,0.3,25,1,1,1,59,0,0,0,0
36,2007,02,13,2007-02-13,14:05:00,3,FL,12,5,1,0,0,0.015,0.0,30.41,-84.8,30.41,-84.8,0.25,50,1,1,1,77,0,0,0,0
37,2007,02,13,2007-02-13,16:47:00,3,SC,45,3,1,0,0,0.004,0.015,33.65,-82.17,33.87,-81.92,31.33,200,1,1,1,65,37,0,0,0
38,2007,02,13,2007-02-13,17:01:00,3,AL,1,4,0,0,0,0.055,0.0,32.59,-87.57,32.57,-87.46,6.52,25,1,1,1,65,105,0,0,0
39,2007,02,13,2007-02-13,17:10:00,3,AL,1,5,1,0,0,0.105,0.0,33.01,-87.4,33.01,-87.23,9.71,400,1,1,1,125,7,0,0,0
40,2007,02,13,2007-02-13,17:28:00,3,GA,13,5,1,1,0,0.009,0.05,32.75,-81.6,32.76,-81.59,0.6,35,1,1,1,251,0,0,0,0
41,2007,02,13,2007-02-13,17:48:00,3,AL,1,6,0,0,0,0.01,0.0,33.02,-87.08,33.01,-86.95,7.47,250,1,1,1,7,0,0,0,0
42,2007,02,13,2007-02-13,18:01:00,3,SC,45,4,1,0,0,0.003,0.0,32.99,-81.29,32.99,-81.29,0.03,30,1,1,1,5,0,0,0,0
43,2007,02,13,2007-02-13,18:22:00,3,AL,1,7,1,0,0,0.01,0.0,32.47,-86.75,32.45,-86.74,1.1,200,1,1,1,1,0,0,0,0
44,2007,02,13,2007-02-13,18:27:00,3,SC,45,5,0,0,0,0.0,0.0,33.14,-81.13,33.15,-81.1,2.01,40,1,1,1,9,0,0,0,0
45,2007,02,23,2007-02-23,18:10:00,3,TX,48,3,0,0,0,0.0,0.0,35.28,-100.6,35.28,-100.6,0.1,25,1,1,1,179,0,0,0,0
46,2007,02,23,2007-02-23,21:56:00,3,KS,20,1,0,0,0,0.0,0.0,37.38,-100.35,37.46,-100.3,2.5,50,1,1,1,119,0,0,0,0
47,2007,02,23,2007-02-23,22:11:00,3,KS,20,2,1,0,0,0.275,0.0,37.45,-100.28,37.7,-100.12,18.41,100,1,1,1,119,57,0,0,0
48,2007,02,24,2007-02-24,10:42:00,3,LA,22,9,1,1,0,0.0,0.0,32.59,-93.64,32.6,-93.62,1.0,200,1,1,1,15,0,0,0,0
49,2007,02,24,2007-02-24,13:15:00,3,KS,20,3,0,0,0,0.0,0.0,39.01,-98.6,39.01,-98.6,0.25,25,1,1,1,167,0,0,0,0
50,2007,02,24,2007-02-24,13:35:00,3,AR,5,1,3,5,0,0.0,0.0,33.02,-92.73,33.21,-92.32,26.0,250,1,1,1,139,0,0,0,0
51,2007,02,24,2007-02-24,13:58:00,3,AR,5,2,2,6,0,0.2,0.0,33.27,-92.28,33.5,-91.98,21.65,440,1,1,1,11,43,0,0,0
52,2007,02,24,2007-02-24,14:36:00,3,AR,5,3,3,28,0,45.001,0.0,33.74,-91.75,34.01,-91.33,29.1,880,1,1,1,43,79,41,0,0
53,2007,02,24,2007-02-24,15:15:00,3,LA,22,10,0,0,0,0.0,0.0,32.99,-92.62,33.03,-92.59,2.0,150,2,1,2,111,0,0,0,0
53,2007,02,24,2007-02-24,15:15:00,3,LA,22,10,1,0,0,0.0,0.0,32.99,-92.62,33.08,-92.53,7.0,150,2,0,1,0,0,0,0,0
53,2007,02,24,2007-02-24,15:20:00,3,AR,5,4,1,0,0,0.0,0.0,33.0,-92.68,33.08,-92.53,5.0,150,2,1,2,139,0,0,0,0
54,2007,02,24,2007-02-24,16:01:00,3,AR,5,5,2,0,0,0.2,0.0,33.7,-91.8,33.83,-91.61,14.81,200,1,1,1,43,79,0,0,0
55,2007,02,24,2007-02-24,16:30:00,3,AR,5,6,1,0,0,0.125,0.0,34.0,-91.35,34.05,-91.23,8.5,150,1,1,1,41,1,0,0,0
56,2007,02,24,2007-02-24,16:33:00,3,AR,5,7,1,0,0,0.0,0.0,33.62,-91.61,33.63,-91.6,0.9,50,1,1,1,43,0,0,0,0
57,2007,02,24,2007-02-24,16:44:00,3,AR,5,8,0,0,0,0.0,0.0,33.15,-91.95,33.17,-91.94,1.0,50,1,1,1,3,0,0,0,0
58,2007,02,24,2007-02-24,17:18:00,3,MO,29,1,1,0,0,0.2,0.0,38.65,-94.0,38.68,-94.0,2.0,50,1,1,1,101,0,0,0,0
59,2007,02,24,2007-02-24,18:05:00,3,MS,28,12,1,0,0,0.65,0.0,33.39,-90.72,33.51,-90.58,12.0,150,1,1,1,133,0,0,0,0
60,2007,02,24,2007-02-24,18:26:00,3,MS,28,13,0,0,0,0.08,0.0,33.66,-90.36,33.66,-90.35,1.0,40,1,1,1,83,0,0,0,0
61,2007,02,24,2007-02-24,19:13:00,3,LA,22,11,2,0,0,1.1,0.45,31.61,-91.83,31.74,-91.6,17.33,500,1,1,1,25,29,25,29,0
62,2007,02,24,2007-02-24,21:47:00,3,MS,28,14,1,0,0,0.05,0.0,32.22,-89.92,32.22,-89.92,1.0,75,1,1,1,121,0,0,0,0
63,2007,02,24,2007-02-24,22:40:00,3,MS,28,15,1,0,0,0.07,0.0,32.32,-89.3,32.35,-89.26,3.5,150,1,1,1,101,0,0,0,0
64,2007,02,25,2007-02-25,14:24:00,3,CA,6,1,0,0,0,0.002,0.0,38.39,-121.37,38.41,-121.37,1.0,5,1,1,1,67,0,0,0,0
65,2007,02,28,2007-02-28,12:55:00,3,FL,12,6,0,0,0,0.01,0.0,26.2,-80.22,26.17,-80.21,2.17,100,1,1,1,11,0,0,0,0
66,2007,02,28,2007-02-28,18:33:00,3,KS,20,4,0,0,0,0.0,0.0,38.0,-95.59,38.0,-95.59,0.25,50,1,1,1,207,0,0,0,0
67,2007,02,28,2007-02-28,18:53:00,3,KS,20,5,0,0,0,0.0,0.0,38.05,-95.42,38.07,-95.43,1.17,50,1,1,1,3,0,0,0,0
68,2007,02,28,2007-02-28,19:01:00,3,KS,20,6,0,0,0,0.0,0.0,38.01,-95.4,38.01,-95.4,0.1,20,1,1,1,1,0,0,0,0
69,2007,02,28,2007-02-28,19:05:00,3,KS,20,7,1,0,0,0.0,0.0,38.07,-95.34,38.17,-95.21,9.42,440,1,1,1,3,0,0,0,0
70,2007,02,28,2007-02-28,19:07:00,3,KS,20,8,0,0,0,0.0,0.0,38.03,-95.4,38.03,-95.4,0.25,250,1,1,1,1,0,0,0,0
71,2007,02,28,2007-02-28,19:24:00,3,KS,20,9,4,0,0,0.4,0.0,38.13,-95.1,38.26,-94.66,28.01,800,1,1,1,3,107,0,0,0
72,2007,02,28,2007-02-28,20:27:00,3,MO,29,2,1,0,0,0.05,0.0,38.33,-94.53,38.4,-94.41,12.87,100,1,1,1,13,0,0,0,0
73,2007,02,28,2007-02-28,22:05:00,3,MO,29,3,1,0,0,0.05,0.0,38.67,-94.15,38.74,-94.08,6.23,50,1,1,1,37,101,0,0,0
74,2007,03,01,2007-03-01,01:30:00,3,MO,29,4,0,0,0,0.0,0.0,39.52,-92.22,39.53,-92.19,2.07,50,1,1,1,137,0,0,0,0
75,2007,03,01,2007-03-01,01:40:00,3,MO,29,5,1,0,0,0.0,0.0,39.6,-92.15,39.63,-92.1,3.36,60,1,1,1,137,0,0,0,0
76,2007,03,01,2007-03-01,01:43:00,3,MO,29,6,1,0,0,0.0,0.0,39.6,-92.1,39.68,-91.98,8.62,100,1,1,1,137,205,0,0,0
77,2007,03,01,2007-03-01,04:28:00,3,AR,5,9,0,0,0,0.01,0.0,36.42,-93.39,36.43,-93.36,2.0,50,1,1,1,15,0,0,0,0
78,2007,03,01,2007-03-01,06:24:00,3,MO,29,7,3,0,1,0.76,0.0,36.59,-92.15,36.7,-91.87,15.0,200,1,1,1,153,91,0,0,0
79,2007,03,01,2007-03-01,09:50:00,3,LA,22,12,0,0,0,0.0,0.0,31.53,-91.91,31.53,-91.91,0.5,50,1,1,1,25,0,0,0,0
80,2007,03,01,2007-03-01,10:45:00,3,IL,17,1,0,0,0,0.1,0.0,37.44,-89.3,37.46,-89.28,1.8,150,1,1,1,181,0,0,0,0
81,2007,03,01,2007-03-01,11:20:00,3,FL,12,7,0,0,0,0.008,0.0,30.77,-86.94,30.77,-86.94,0.5,30,1,1,1,113,0,0,0,0
82,2007,03,01,2007-03-01,11:58:00,3,MS,28,16,1,0,0,0.09,0.0,32.8,-90.23,32.86,-90.15,6.47,100,1,1,1,163,0,0,0,0
83,2007,03,01,2007-03-01,12:05:00,3,AL,1,8,0,0,0,0.02,0.0,31.63,-86.64,31.66,-86.59,3.15,30,1,1,1,13,0,0,0,0
84,2007,03,01,2007-03-01,12:27:00,3,AL,1,9,4,2,1,2.25,0.0,32.12,-87.41,32.27,-87.14,18.32,500,1,1,1,131,47,0,0,0
85,2007,03,01,2007-03-01,12:47:00,3,IL,17,2,0,1,0,0.037,0.0,39.77,-88.99,39.79,-88.97,1.0,30,1,1,1,115,0,0,0,0
86,2007,03,01,2007-03-01,13:08:00,3,AL,1,10,4,50,9,250.0,0.0,31.28,-85.92,31.38,-85.78,10.33,500,1,1,1,31,0,0,0,0
87,2007,03,01,2007-03-01,13:48:00,3,AL,1,11,1,6,0,13.5,0.0,31.45,-85.51,31.7,-85.1,30.09,150,2,1,2,45,67,0,0,0
87,2007,03,01,2007-03-01,13:48:00,3,AL,1,11,1,6,0,13.751,0.0,31.45,-85.51,31.78,-85.04,37.94,150,2,0,1,0,0,0,0,0
88,2007,03,01,2007-03-01,14:20:00,3,KY,21,1,1,0,0,0.035,0.0,36.83,-87.16,36.83,-87.15,0.2,30,1,1,1,219,0,0,0,0
87,2007,03,01,2007-03-01,14:24:00,3,GA,13,6,0,0,0,0.251,0.0,31.66,-85.12,31.78,-85.04,7.85,100,2,1,2,61,239,0,0,0
89,2007,03,01,2007-03-01,14:48:00,3,AL,1,12,2,6,0,0.7,0.0,32.03,-86.45,32.21,-86.09,24.55,600,1,1,1,85,101,0,0,0
90,2007,03,01,2007-03-01,14:59:00,3,AL,1,13,1,0,0,0.05,0.0,33.81,-87.9,33.89,-87.73,11.22,150,1,1,1,57,0,0,0,0
91,2007,03,01,2007-03-01,15:00:00,3,AL,1,14,1,0,0,0.05,0.0,33.43,-87.64,33.45,-87.58,3.73,100,1,1,1,125,0,0,0,0
92,2007,03,01,2007-03-01,15:11:00,3,GA,13,7,1,0,0,0.4,0.0,32.07,-84.68,32.09,-84.66,1.5,250,1,1,1,259,0,0,0,0
93,2007,03,01,2007-03-01,15:45:00,3,AL,1,15,2,0,0,0.05,0.0,34.08,-87.25,34.15,-87.11,9.62,100,1,1,1,133,43,0,0,0
94,2007,03,01,2007-03-01,16:06:00,3,AL,1,16,1,0,0,0.1,0.0,33.58,-86.95,33.59,-86.94,0.9,400,1,1,1,73,0,0,0,0
95,2007,03,01,2007-03-01,16:29:00,3,GA,13,8,2,4,1,0.5,0.0,32.49,-84.16,32.57,-84.07,7.69,448,1,1,1,269,0,0,0,0
96,2007,03,01,2007-03-01,16:34:00,3,GA,13,9,3,9,0,0.525,0.0,32.72,-83.93,32.79,-83.8,9.72,448,1,1,1,79,21,0,0,0
97,2007,03,01,2007-03-01,16:49:00,3,GA,13,10,1,0,0,0.1,0.0,32.61,-83.97,32.72,-83.81,11.86,100,1,1,1,79,0,0,0,0
98,2007,03,01,2007-03-01,16:51:00,3,GA,13,11,0,0,0,0.1,0.0,32.87,-83.81,32.86,-83.77,2.55,100,1,1,1,21,0,0,0,0
99,2007,03,01,2007-03-01,17:27:00,3,AL,1,17,1,0,0,0.103,0.0,32.51,-85.05,32.55,-85.02,2.77,100,2,1,2,113,81,0,0,0
99,2007,03,01,2007-03-01,17:27:00,3,AL,1,17,2,1,0,28.103,0.0,32.51,-85.05,32.57,-84.87,12.2,300,2,0,1,0,0,0,0,0
100,2007,03,01,2007-03-01,17:30:00,3,GA,13,13,1,0,0,0.5,0.0,32.9,-83.52,32.95,-83.49,3.62,150,1,1,1,169,0,0,0,0
99,2007,03,01,2007-03-01,17:31:00,3,GA,13,12,2,1,0,28.0,0.0,32.49,-85.0,32.57,-84.87,9.43,300,2,1,2,215,0,0,0,0
101,2007,03,01,2007-03-01,17:44:00,3,GA,13,14,0,0,0,0.005,0.0,32.99,-83.41,32.99,-83.41,0.02,50,1,1,1,169,0,0,0,0
102,2007,03,01,2007-03-01,17:56:00,3,AL,1,18,1,0,0,0.03,0.0,33.16,-86.86,33.16,-86.85,0.65,100,1,1,1,117,0,0,0,0
103,2007,03,01,2007-03-01,18:00:00,3,GA,13,15,1,0,0,0.05,0.0,32.68,-84.66,32.7,-84.59,4.1,100,1,1,1,263,0,0,0,0
104,2007,03,01,2007-03-01,19:08:00,3,GA,13,16,2,3,0,0.7,0.0,33.42,-82.61,33.5,-82.45,11.74,448,1,1,1,301,189,0,0,0
105,2007,03,01,2007-03-01,20:00:00,3,GA,13,17,3,11,2,111.002,0.0,31.92,-84.55,32.23,-84.1,43.2,1790,1,1,1,307,261,193,0,0
106,2007,03,01,2007-03-01,21:30:00,3,GA,13,18,0,0,0,0.25,0.0,32.55,-83.29,32.55,-83.26,1.38,448,1,1,1,23,0,0,0,0
107,2007,03,01,2007-03-01,21:40:00,3,GA,13,19,2,0,0,0.03,0.0,32.66,-83.15,32.77,-82.97,13.27,895,1,1,1,319,0,0,0,0
108,2007,03,01,2007-03-01,21:52:00,3,GA,13,20,1,0,0,0.025,0.0,32.49,-84.51,32.5,-84.47,2.51,100,1,1,1,197,0,0,0,0
109,2007,03,01,2007-03-01,22:44:00,3,GA,13,21,2,3,6,3.975,0.5,31.32,-84.45,31.48,-83.98,30.53,200,1,1,1,7,205,95,321,0
110,2007,03,01,2007-03-01,23:20:00,3,GA,13,22,2,2,0,0.275,0.0,31.44,-83.89,31.5,-83.85,4.55,150,1,1,1,321,0,0,0,0
111,2007,03,01,2007-03-01,23:30:00,3,GA,13,23,2,0,0,0.5,0.0,31.51,-83.76,31.52,-83.71,2.93,200,1,1,1,321,0,0,0,0
112,2007,03,01,2007-03-01,23:42:00,3,GA,13,24,1,0,0,1.35,0.0,31.55,-83.62,31.58,-83.52,7.9,150,1,1,1,277,287,0,0,0
113,2007,03,02,2007-03-02,01:10:00,3,FL,12,8,0,0,0,0.01,0.0,30.53,-83.84,30.55,-83.81,2.28,50,1,1,1,65,0,0,0,0
114,2007,03,02,2007-03-02,01:20:00,3,SC,45,6,0,0,0,0.0,0.0,33.65,-81.68,33.72,-81.7,4.88,80,1,1,1,3,0,0,0,0
115,2007,03,02,2007-03-02,01:36:00,3,FL,12,9,1,0,0,0.005,0.0,30.58,-83.43,30.61,-83.39,3.0,50,1,1,1,79,0,0,0,0
116,2007,03,02,2007-03-02,01:55:00,3,GA,13,25,0,0,0,0.01,0.0,30.67,-83.2,30.69,-83.16,2.0,50,1,1,1,185,0,0,0,0
117,2007,03,02,2007-03-02,03:00:00,3,FL,12,10,0,0,0,0.01,0.0,30.29,-82.82,30.29,-82.82,0.1,100,1,1,1,121,0,0,0,0
118,2007,03,02,2007-03-02,04:25:00,3,FL,12,11,0,0,0,0.03,0.0,30.53,-81.8,30.53,-81.8,1.19,100,1,1,1,89,0,0,0,0
119,2007,03,02,2007-03-02,07:40:00,3,NC,37,2,0,0,0,0.001,0.0,34.75,-76.53,34.75,-76.53,0.1,10,1,1,1,31,0,0,0,0
120,2007,03,10,2007-03-10,20:17:00,3,TX,48,4,1,0,0,0.025,0.0,34.55,-100.43,34.55,-100.43,0.25,100,1,1,1,191,0,0,0,0
121,2007,03,13,2007-03-13,18:51:00,3,TX,48,5,0,0,0,0.0,0.0,28.44,-97.53,28.47,-97.5,0.5,50,1,1,1,25,0,0,0,0
122,2007,03,14,2007-03-14,07:50:00,3,LA,22,13,0,0,0,0.005,0.0,29.6,-90.72,29.6,-90.72,0.2,25,1,1,1,109,0,0,0,0
123,2007,03,14,2007-03-14,17:32:00,3,OH,39,1,0,0,0,0.4,0.0,41.37,-82.1,41.37,-82.1,2.0,20,1,1,1,93,0,0,0,0
124,2007,03,16,2007-03-16,08:45:00,3,FL,12,12,0,0,0,0.0,0.0,29.47,-81.21,29.47,-81.21,0.01,10,1,1,1,35,0,0,0,0
125,2007,03,21,2007-03-21,23:39:00,3,IA,19,1,0,0,0,0.15,0.0,40.62,-93.31,40.63,-93.28,1.4,35,1,1,1,185,0,0,0,0
126,2007,03,23,2007-03-23,15:12:00,3,NM,35,1,1,12,0,3.5,0.0,35.34,-103.42,35.38,-103.41,2.67,200,1,1,1,37,0,0,0,0
127,2007,03,23,2007-03-23,16:11:00,3,OK,40,1,0,0,0,0.0,0.0,36.72,-101.12,36.74,-101.11,1.38,440,1,1,1,139,0,0,0,0
128,2007,03,23,2007-03-23,16:32:00,3,NM,35,2,0,0,0,0.0,0.0,32.86,-103.54,32.87,-103.51,3.0,30,1,1,1,25,0,0,0,0
129,2007,03,23,2007-03-23,17:07:00,3,NM,35,3,2,0,0,0.028,0.0,33.13,-103.45,33.25,-103.43,8.36,880,1,1,1,25,0,0,0,0
130,2007,03,23,2007-03-23,17:36:00,3,NM,35,4,0,0,0,0.0,0.0,33.4,-103.33,33.41,-103.33,1.0,100,1,1,1,25,0,0,0,0
131,2007,03,23,2007-03-23,17:45:00,3,NM,35,5,0,0,0,0.002,0.0,33.49,-103.37,33.49,-103.37,1.0,75,1,1,1,25,0,0,0,0
132,2007,03,23,2007-03-23,18:05:00,3,NM,35,6,0,0,0,0.02,0.0,33.64,-103.35,33.63,-103.34,0.6,70,1,1,1,41,0,0,0,0
133,2007,03,23,2007-03-23,18:30:00,3,TX,48,6,0,0,0,0.0,0.0,30.68,-102.63,30.68,-102.63,2.0,75,1,1,1,371,0,0,0,0
134,2007,03,23,2007-03-23,19:24:00,3,NM,35,7,0,0,0,0.0,0.0,34.14,-103.14,34.15,-103.15,0.57,70,1,1,1,41,0,0,0,0
135,2007,03,23,2007-03-23,19:28:00,3,NM,35,8,0,0,0,0.0,0.0,33.98,-103.23,33.98,-103.23,0.18,50,1,1,1,41,0,0,0,0
136,2007,03,23,2007-03-23,19:30:00,3,NM,35,9,2,33,2,19.0,0.25,34.24,-103.17,34.42,-103.19,12.45,350,1,1,1,41,9,0,0,0
137,2007,03,23,2007-03-23,19:59:00,3,TX,48,7,0,0,0,0.0,0.0,34.37,-103.03,34.35,-103.03,1.0,50,1,1,1,369,0,0,0,0
138,2007,03,23,2007-03-23,20:00:00,3,NM,35,10,0,0,0,0.0,0.0,32.57,-104.21,32.57,-104.21,0.1,20,1,1,1,15,0,0,0,0
139,2007,03,23,2007-03-23,20:12:00,3,TX,48,8,0,0,0,0.01,0.0,34.22,-102.99,34.22,-102.99,0.25,50,1,1,1,17,0,0,0,0
140,2007,03,23,2007-03-23,20:16:00,3,TX,48,9,0,0,0,0.0,0.0,31.32,-101.9,31.3,-101.8,2.0,50,1,1,1,461,0,0,0,0
141,2007,03,23,2007-03-23,20:38:00,3,TX,48,10,0,0,0,0.075,0.0,34.52,-102.9,34.55,-102.9,1.75,40,1,1,1,369,0,0,0,0
142,2007,03,23,2007-03-23,22:18:00,3,TX,48,11,0,0,0,0.08,0.0,33.66,-102.84,33.66,-102.84,0.5,75,1,1,1,79,0,0,0,0
143,2007,03,23,2007-03-23,22:22:00,3,TX,48,12,2,0,0,0.175,0.0,33.72,-102.84,33.74,-102.83,1.5,150,1,1,1,79,0,0,0,0
144,2007,03,24,2007-03-24,02:59:00,3,TX,48,13,1,0,0,0.038,0.0,35.22,-100.6,35.22,-100.59,2.0,50,1,1,1,179,0,0,0,0
145,2007,03,24,2007-03-24,15:40:00,3,CO,8,1,0,0,0,0.0,0.0,40.39,-102.33,40.39,-102.33,0.25,10,1,1,1,125,0,0,0,0
146,2007,03,24,2007-03-24,16:22:00,3,CO,8,2,0,0,0,0.0,0.0,40.61,-102.33,40.61,-102.33,0.1,50,1,1,1,95,0,0,0,0
147,2007,03,24,2007-03-24,16:55:00,3,CO,8,3,0,0,0,0.0,0.0,40.74,-102.17,40.74,-102.17,0.1,50,1,1,1,95,0,0,0,0
148,2007,03,24,2007-03-24,17:35:00,3,CO,8,4,0,0,0,0.0,0.0,40.95,-102.07,40.95,-102.07,0.1,50,1,1,1,115,0,0,0,0
149,2007,03,24,2007-03-24,17:35:00,3,NE,31,1,0,0,0,0.0,0.0,41.14,-101.71,41.14,-101.71,0.1,10,1,1,1,101,0,0,0,0
150,2007,03,24,2007-03-24,17:45:00,3,NE,31,2,0,0,0,0.0,0.0,41.1,-102.08,41.1,-102.08,0.1,10,1,1,1,49,0,0,0,0
151,2007,03,24,2007-03-24,17:53:00,3,NE,31,3,0,0,0,0.0,0.0,40.54,-100.99,40.54,-100.99,0.1,20,1,1,1,85,0,0,0,0
152,2007,03,25,2007-03-25,11:32:00,3,TX,48,14,0,0,0,0.01,0.0,33.5,-101.81,33.53,-101.82,2.0,25,1,1,1,303,0,0,0,0
153,2007,03,25,2007-03-25,11:49:00,3,TX,48,15,0,0,0,0.0,0.0,33.48,-101.85,33.5,-101.89,2.0,20,1,1,1,303,0,0,0,0
154,2007,03,25,2007-03-25,15:55:00,3,TX,48,16,0,0,0,0.0,0.0,34.53,-101.98,34.53,-101.97,0.5,25,1,1,1,437,0,0,0,0
155,2007,03,25,2007-03-25,16:00:00,3,TX,48,17,0,0,0,0.0,0.0,34.38,-102.24,34.42,-102.23,1.25,20,1,1,1,69,0,0,0,0
156,2007,03,26,2007-03-26,13:20:00,3,TX,48,18,0,0,0,0.0,0.0,29.35,-99.12,29.35,-99.07,3.0,30,1,1,1,325,0,0,0,0
